X    Y
0.0000000000e+00   1.0000000000e-01
1.0000000000e-04   9.9600559350e-02
1.1000000000e-03   9.5666901144e-02
5.9851978505e-03   7.7931864075e-02
1.0870395701e-02   6.2364185046e-02
1.5755593552e-02   4.8609240518e-02
2.0640791402e-02   3.6359519445e-02
2.5525989253e-02   2.5347370059e-02
3.0411187103e-02   1.5338754695e-02
3.5296384954e-02   6.1278611056e-03
4.0181582804e-02   -2.4675592328e-03
4.5066780655e-02   -1.0610236775e-02
4.9951978505e-02   -1.8446908737e-02
5.4837176356e-02   -2.6111404991e-02
5.9722374206e-02   -3.3727365565e-02
6.4607572057e-02   -4.1410650690e-02
6.9492769907e-02   -4.9271496128e-02
7.4377967758e-02   -5.7416459532e-02
7.9263165608e-02   -6.5950197653e-02
8.4148363459e-02   -7.4977109090e-02
8.9033561309e-02   -8.4602872845e-02
9.3918759160e-02   -9.4935909126e-02
9.8803957010e-02   -1.0608878534e-01
1.0368915486e-01   -1.1817958706e-01
1.0857435271e-01   -1.3133327069e-01
1.1345955056e-01   -1.4568301139e-01
1.1834474841e-01   -1.6137155646e-01
1.2322994626e-01   -1.7855259047e-01
1.2811514411e-01   -1.9739211378e-01
1.3300034196e-01   -2.1806983012e-01
1.3788553981e-01   -2.4078053117e-01
1.4277073766e-01   -2.6573545657e-01
1.4765593552e-01   -2.9316359240e-01
1.4775593552e-01   -2.9375258801e-01
1.4875593552e-01   -2.9970570570e-01
1.5364113337e-01   -3.3050390960e-01
1.5852633122e-01   -3.6435424308e-01
1.6341152907e-01   -4.0154990688e-01
1.6829672692e-01   -4.4240499082e-01
1.7318192477e-01   -4.8725392900e-01
1.7806712262e-01   -5.3644998618e-01
1.8295232047e-01   -5.9036240659e-01
1.8305232047e-01   -5.9151791781e-01
1.8405232047e-01   -6.0319121205e-01
1.8893751832e-01   -6.6340132581e-01
1.9382271617e-01   -7.2917936526e-01
1.9870791402e-01   -8.0090080953e-01
2.0359311187e-01   -8.7891664565e-01
2.0369311187e-01   -8.8058162486e-01
2.0469311187e-01   -8.9738416931e-01
2.0957830972e-01   -9.8352107832e-01
2.1446350757e-01   -1.0765279160e+00
2.1934870542e-01   -1.1764954785e+00
2.1944870542e-01   -1.1786143193e+00
2.2044870542e-01   -1.1999614402e+00
2.2522673965e-01   -1.3058810704e+00
2.3011193750e-01   -1.4205839665e+00
2.3021193750e-01   -1.4229955147e+00
2.3121193750e-01   -1.4472439445e+00
2.3554559505e-01   -1.5549436726e+00
2.3998823462e-01   -1.6690967576e+00
2.4008823462e-01   -1.6717013891e+00
